track_id,culture,audio_path,factor_energy,factor_brightness,factor_texture,factor_dynamics,factor_percussiveness,rms,zcr,centroid_hz,flatness,flux
bilal63_turkish_music_emotion_dataset_00000009,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000009.mp3,high,mid,noisy,dynamic,mixed,0.14934571087360382,0.09990062564611435,1571.354736328125,0.33755776286125183,0.0808001384139061
bilal63_turkish_music_emotion_dataset_00000010,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000010.mp3,high,dark,mixed,dynamic,smooth,0.2861183285713196,0.04715029522776604,1052.9691162109375,0.25439074635505676,0.08670759946107864
bilal63_turkish_music_emotion_dataset_00000011,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000011.mp3,high,dark,tonal,dynamic,smooth,0.2036486119031906,0.049969062209129333,905.647216796875,0.12245400995016098,0.10813197493553162
bilal63_turkish_music_emotion_dataset_00000012,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000012.mp3,high,mid,noisy,dynamic,smooth,0.17034831643104553,0.08407552540302277,1350.5594482421875,0.3223623037338257,0.07270409911870956
bilal63_turkish_music_emotion_dataset_00000013,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000013.mp3,mid,dark,mixed,dynamic,smooth,0.10947015881538391,0.07711298018693924,1161.9061279296875,0.23430822789669037,0.08503060787916183
bilal63_turkish_music_emotion_dataset_00000014,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000014.mp3,mid,dark,mixed,dynamic,smooth,0.10864891856908798,0.0704691931605339,1140.8724365234375,0.2505783140659332,0.08103149384260178
bilal63_turkish_music_emotion_dataset_00000015,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000015.mp3,high,dark,tonal,dynamic,smooth,0.21726539731025696,0.02556890994310379,704.0911865234375,0.15867312252521515,0.07692134380340576
bilal63_turkish_music_emotion_dataset_00000016,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000016.mp3,mid,bright,noisy,mixed,percussive,0.08039995282888412,0.14078837633132935,1818.6478271484375,0.4037798345088959,0.06298962235450745
bilal63_turkish_music_emotion_dataset_00000017,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000017.mp3,high,mid,noisy,dynamic,smooth,0.20356546342372894,0.06256289035081863,1293.134033203125,0.34738561511039734,0.0963178500533104
bilal63_turkish_music_emotion_dataset_00000018,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000018.mp3,mid,mid,noisy,dynamic,smooth,0.09980542212724686,0.07406920939683914,1338.3033447265625,0.35072508454322815,0.0738152265548706
bilal63_turkish_music_emotion_dataset_00000019,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000019.mp3,high,dark,tonal,dynamic,smooth,0.1950455904006958,0.047169044613838196,783.025390625,0.15779660642147064,0.09126260131597519
bilal63_turkish_music_emotion_dataset_00000020,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000020.mp3,high,dark,mixed,mixed,smooth,0.16880016028881073,0.05465034022927284,1024.9171142578125,0.22350820899009705,0.07139047235250473
bilal63_turkish_music_emotion_dataset_00000021,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000021.mp3,mid,dark,mixed,dynamic,smooth,0.09858208894729614,0.048687804490327835,867.4439086914062,0.17221644520759583,0.09296058118343353
bilal63_turkish_music_emotion_dataset_00000022,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000022.mp3,low,dark,tonal,dynamic,smooth,0.07112842798233032,0.0360502265393734,649.5326538085938,0.1322948932647705,0.10657855868339539
bilal63_turkish_music_emotion_dataset_00000023,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000023.mp3,high,mid,noisy,dynamic,mixed,0.1895844042301178,0.09872561693191528,1543.40625,0.3711265027523041,0.07492861151695251
bilal63_turkish_music_emotion_dataset_00000024,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000024.mp3,high,mid,noisy,mixed,mixed,0.18340660631656647,0.09951937198638916,1671.2266845703125,0.43654870986938477,0.0663381814956665
bilal63_turkish_music_emotion_dataset_00000025,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000025.mp3,high,bright,noisy,mixed,mixed,0.21424634754657745,0.10298814624547958,1810.2664794921875,0.45647063851356506,0.06947153061628342
bilal63_turkish_music_emotion_dataset_00000026,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000026.mp3,mid,mid,noisy,mixed,mixed,0.1144784539937973,0.08570053428411484,1301.900390625,0.2880920469760895,0.07086468487977982
bilal63_turkish_music_emotion_dataset_00000027,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000027.mp3,low,mid,noisy,mixed,mixed,0.06239058077335358,0.09608185291290283,1428.344970703125,0.3378848731517792,0.07088200747966766
bilal63_turkish_music_emotion_dataset_00000028,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000028.mp3,mid,dark,tonal,dynamic,smooth,0.10866488516330719,0.06475040316581726,959.7592163085938,0.14716483652591705,0.07738916575908661
bilal63_turkish_music_emotion_dataset_00000029,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000029.mp3,high,mid,noisy,dynamic,smooth,0.15733402967453003,0.07375045865774155,1427.6485595703125,0.3363485634326935,0.08023802936077118
bilal63_turkish_music_emotion_dataset_00000030,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000030.mp3,mid,mid,noisy,dynamic,mixed,0.1402057260274887,0.10568191111087799,1557.2310791015625,0.3173931837081909,0.08224763721227646
bilal63_turkish_music_emotion_dataset_00000031,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000031.mp3,mid,mid,mixed,dynamic,smooth,0.11720310151576996,0.08473177999258041,1250.9443359375,0.21869078278541565,0.07669775187969208
bilal63_turkish_music_emotion_dataset_00000032,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000032.mp3,high,dark,mixed,dynamic,smooth,0.2680719494819641,0.035475220531225204,960.9906616210938,0.23987910151481628,0.11764612048864365
bilal63_turkish_music_emotion_dataset_00000033,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000033.mp3,low,mid,noisy,mixed,mixed,0.03017568401992321,0.10730066895484924,1354.279541015625,0.3023134768009186,0.061540693044662476
bilal63_turkish_music_emotion_dataset_00000034,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000034.mp3,high,dark,tonal,dynamic,smooth,0.1757822185754776,0.05962537229061127,996.057373046875,0.10788296163082123,0.07942502200603485
bilal63_turkish_music_emotion_dataset_00000035,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000035.mp3,high,dark,tonal,dynamic,smooth,0.28781265020370483,0.015650097280740738,396.5023193359375,0.07343354821205139,0.1302291303873062
bilal63_turkish_music_emotion_dataset_00000036,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000036.mp3,high,dark,mixed,dynamic,smooth,0.21058228611946106,0.03641272708773613,971.30908203125,0.23847757279872894,0.08068697899580002
bilal63_turkish_music_emotion_dataset_00000037,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000037.mp3,high,dark,mixed,dynamic,smooth,0.17955008149147034,0.06940668076276779,1116.92578125,0.24586224555969238,0.07673519849777222
bilal63_turkish_music_emotion_dataset_00000038,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000038.mp3,high,mid,noisy,dynamic,smooth,0.2622915506362915,0.0742817148566246,1371.495361328125,0.33985066413879395,0.09066466987133026
bilal63_turkish_music_emotion_dataset_00000039,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000039.mp3,mid,dark,mixed,dynamic,mixed,0.12319440394639969,0.0859442874789238,1189.94384765625,0.2037600427865982,0.07158355414867401
bilal63_turkish_music_emotion_dataset_00000040,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000040.mp3,high,mid,noisy,mixed,smooth,0.22544777393341064,0.07714423537254333,1367.034423828125,0.329651802778244,0.06906823813915253
bilal63_turkish_music_emotion_dataset_00000041,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000041.mp3,high,bright,noisy,mixed,percussive,0.15058180689811707,0.14605091512203217,1839.97119140625,0.442808598279953,0.06340029835700989
bilal63_turkish_music_emotion_dataset_00000042,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000042.mp3,low,mid,noisy,mixed,mixed,0.032055649906396866,0.10438815504312515,1372.6490478515625,0.2925264537334442,0.0687638372182846
bilal63_turkish_music_emotion_dataset_00000043,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000043.mp3,high,dark,mixed,dynamic,smooth,0.2680719494819641,0.035475220531225204,960.9906616210938,0.23987910151481628,0.11764612048864365
bilal63_turkish_music_emotion_dataset_00000044,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000044.mp3,mid,mid,mixed,mixed,mixed,0.08258774131536484,0.10820067673921585,1366.3616943359375,0.27288419008255005,0.061444252729415894
bilal63_turkish_music_emotion_dataset_00000045,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000045.mp3,low,dark,noisy,dynamic,smooth,0.056114260107278824,0.04575028643012047,1115.7684326171875,0.2862936854362488,0.10560276359319687
bilal63_turkish_music_emotion_dataset_00000046,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000046.mp3,mid,dark,tonal,dynamic,smooth,0.09712231159210205,0.05478159338235855,772.8385009765625,0.06664124876260757,0.09256546199321747
bilal63_turkish_music_emotion_dataset_00000047,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000047.mp3,mid,bright,noisy,mixed,mixed,0.08121953159570694,0.12993206083774567,1742.4346923828125,0.38624703884124756,0.06246686726808548
bilal63_turkish_music_emotion_dataset_00000048,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000048.mp3,mid,bright,noisy,stable,percussive,0.09738848358392715,0.19340746104717255,2472.210693359375,0.42978209257125854,0.051787134259939194
bilal63_turkish_music_emotion_dataset_00000049,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000049.mp3,mid,dark,tonal,dynamic,smooth,0.13813653588294983,0.025731410831212997,587.5160522460938,0.11070821434259415,0.07311172038316727
bilal63_turkish_music_emotion_dataset_00000050,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000050.mp3,high,mid,noisy,dynamic,smooth,0.20153537392616272,0.08445052802562714,1608.8409423828125,0.38170647621154785,0.07890629768371582
bilal63_turkish_music_emotion_dataset_00000051,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000051.mp3,low,dark,tonal,dynamic,smooth,0.06792861223220825,0.05408158898353577,810.9295043945312,0.1390085071325302,0.09043972194194794
bilal63_turkish_music_emotion_dataset_00000052,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000052.mp3,mid,dark,tonal,dynamic,smooth,0.12547224760055542,0.044156525284051895,847.8551635742188,0.15637004375457764,0.08665789663791656
bilal63_turkish_music_emotion_dataset_00000053,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000053.mp3,mid,mid,noisy,dynamic,smooth,0.11115653067827225,0.08237551152706146,1289.5269775390625,0.3004814386367798,0.0773804634809494
bilal63_turkish_music_emotion_dataset_00000054,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000054.mp3,high,bright,noisy,mixed,mixed,0.29042261838912964,0.09375683963298798,1886.795654296875,0.4722093641757965,0.06054088845849037
bilal63_turkish_music_emotion_dataset_00000055,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000055.mp3,mid,bright,noisy,stable,percussive,0.09011701494455338,0.19440746307373047,2462.13427734375,0.5143200755119324,0.04594852775335312
bilal63_turkish_music_emotion_dataset_00000056,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000056.mp3,high,dark,noisy,dynamic,smooth,0.20265522599220276,0.05627535283565521,1182.2489013671875,0.2860991656780243,0.09126649796962738
bilal63_turkish_music_emotion_dataset_00000057,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000057.mp3,high,bright,noisy,dynamic,mixed,0.3154520094394684,0.11163194477558136,1742.509033203125,0.4015466272830963,0.07906205207109451
bilal63_turkish_music_emotion_dataset_00000058,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000058.mp3,high,bright,noisy,mixed,percussive,0.21943707764148712,0.16129475831985474,1919.6944580078125,0.37436237931251526,0.059308502823114395
bilal63_turkish_music_emotion_dataset_00000059,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000059.mp3,high,mid,noisy,dynamic,smooth,0.15773411095142365,0.05651285499334335,1237.191162109375,0.3087330460548401,0.08877745270729065
bilal63_turkish_music_emotion_dataset_00000060,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000060.mp3,high,dark,mixed,dynamic,smooth,0.1606779396533966,0.03995024785399437,765.7198486328125,0.17154991626739502,0.10433520376682281
bilal63_turkish_music_emotion_dataset_00000061,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000061.mp3,high,bright,noisy,mixed,mixed,0.16942664980888367,0.12511953711509705,2056.706298828125,0.5379958152770996,0.062353502959012985
bilal63_turkish_music_emotion_dataset_00000062,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000062.mp3,high,bright,noisy,mixed,mixed,0.16942664980888367,0.12511953711509705,2056.706298828125,0.5379958152770996,0.062353502959012985
bilal63_turkish_music_emotion_dataset_00000063,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000063.mp3,low,dark,mixed,dynamic,smooth,0.06814023852348328,0.05123782157897949,1087.8707275390625,0.2652258574962616,0.09507773071527481
bilal63_turkish_music_emotion_dataset_00000064,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000064.mp3,high,mid,noisy,dynamic,smooth,0.19189225137233734,0.0576503612101078,1279.022705078125,0.3281451463699341,0.09226465970277786
bilal63_turkish_music_emotion_dataset_00000065,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000065.mp3,high,mid,noisy,dynamic,smooth,0.15486736595630646,0.052219077944755554,1212.4580078125,0.30769938230514526,0.09384369105100632
bilal63_turkish_music_emotion_dataset_00000066,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000066.mp3,high,mid,noisy,dynamic,mixed,0.17261074483394623,0.0960693508386612,1677.071044921875,0.4262811839580536,0.07468493282794952
bilal63_turkish_music_emotion_dataset_00000067,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000067.mp3,high,dark,mixed,dynamic,smooth,0.277667760848999,0.034200213849544525,879.2376098632812,0.19510377943515778,0.10383888334035873
bilal63_turkish_music_emotion_dataset_00000068,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000068.mp3,high,dark,mixed,dynamic,smooth,0.3070111870765686,0.04296901822090149,1005.1303100585938,0.22985132038593292,0.09821484982967377
bilal63_turkish_music_emotion_dataset_00000069,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000069.mp3,mid,mid,mixed,mixed,mixed,0.1387089192867279,0.10573191195726395,1337.5306396484375,0.2542671263217926,0.06151602417230606
bilal63_turkish_music_emotion_dataset_00000070,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000070.mp3,high,dark,mixed,mixed,smooth,0.20576533675193787,0.04811904951930046,976.4563598632812,0.20950792729854584,0.06450928002595901
bilal63_turkish_music_emotion_dataset_00000071,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000071.mp3,high,mid,noisy,mixed,mixed,0.2612932026386261,0.10095062851905823,1560.2757568359375,0.39149901270866394,0.059235528111457825
bilal63_turkish_music_emotion_dataset_00000072,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000072.mp3,mid,dark,tonal,dynamic,smooth,0.12686748802661896,0.03745648264884949,784.5546875,0.16277724504470825,0.10651125013828278
bilal63_turkish_music_emotion_dataset_00000073,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000073.mp3,mid,mid,mixed,dynamic,mixed,0.1442040652036667,0.09580060094594955,1227.9437255859375,0.21519507467746735,0.0782107338309288
bilal63_turkish_music_emotion_dataset_00000074,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000074.mp3,low,dark,mixed,dynamic,smooth,0.060773540288209915,0.0658191591501236,1036.90625,0.18130506575107574,0.07591253519058228
bilal63_turkish_music_emotion_dataset_00000075,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000075.mp3,high,mid,noisy,dynamic,smooth,0.1783166527748108,0.08132550865411758,1395.799560546875,0.3274143934249878,0.0716250091791153
bilal63_turkish_music_emotion_dataset_00000076,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000076.mp3,high,dark,noisy,dynamic,smooth,0.18538399040699005,0.03744398429989815,1169.9288330078125,0.28706932067871094,0.08432511985301971
bilal63_turkish_music_emotion_dataset_00000077,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000077.mp3,high,dark,tonal,dynamic,smooth,0.17350627481937408,0.04963155835866928,719.6614379882812,0.14385142922401428,0.099612757563591
bilal63_turkish_music_emotion_dataset_00000078,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000078.mp3,low,bright,noisy,dynamic,mixed,0.046470001339912415,0.11897574365139008,1964.17529296875,0.5144660472869873,0.07313496619462967
bilal63_turkish_music_emotion_dataset_00000079,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000079.mp3,mid,mid,noisy,dynamic,mixed,0.10641708970069885,0.09445059299468994,1553.2908935546875,0.38426417112350464,0.0718974620103836
bilal63_turkish_music_emotion_dataset_00000080,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000080.mp3,mid,dark,tonal,dynamic,smooth,0.14377160370349884,0.04688779264688492,632.2036743164062,0.05590716004371643,0.08297593146562576
bilal63_turkish_music_emotion_dataset_00000081,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000081.mp3,mid,bright,noisy,dynamic,mixed,0.08420243114233017,0.09794436395168304,2068.134521484375,0.4986449182033539,0.08223190903663635
bilal63_turkish_music_emotion_dataset_00000082,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000082.mp3,high,dark,mixed,dynamic,smooth,0.20483805239200592,0.03769398480653763,835.8803100585938,0.19239889085292816,0.09073466807603836
bilal63_turkish_music_emotion_dataset_00000083,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000083.mp3,high,dark,mixed,dynamic,smooth,0.1480712890625,0.03942524641752243,863.191162109375,0.20156490802764893,0.08798584342002869
bilal63_turkish_music_emotion_dataset_00000084,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000084.mp3,high,mid,noisy,mixed,mixed,0.22212402522563934,0.09197557717561722,1670.96484375,0.3661893308162689,0.07076232880353928
bilal63_turkish_music_emotion_dataset_00000085,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000085.mp3,mid,dark,tonal,dynamic,smooth,0.10774578154087067,0.022356389090418816,545.52197265625,0.11352623254060745,0.11758755892515182
bilal63_turkish_music_emotion_dataset_00000086,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000086.mp3,high,mid,mixed,mixed,mixed,0.17316055297851562,0.09195682406425476,1294.5704345703125,0.27405065298080444,0.0700133815407753
bilal63_turkish_music_emotion_dataset_00000087,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000087.mp3,mid,dark,tonal,dynamic,smooth,0.1298985779285431,0.053350333124399185,746.385009765625,0.1012159138917923,0.07241537421941757
bilal63_turkish_music_emotion_dataset_00000088,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000088.mp3,mid,dark,tonal,dynamic,smooth,0.08648674190044403,0.05076281726360321,994.3472290039062,0.08708177506923676,0.1039266437292099
bilal63_turkish_music_emotion_dataset_00000089,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000089.mp3,mid,bright,noisy,stable,percussive,0.08554335683584213,0.14927592873573303,1983.24755859375,0.44024285674095154,0.046488694846630096
bilal63_turkish_music_emotion_dataset_00000090,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000090.mp3,high,mid,mixed,mixed,mixed,0.1764347404241562,0.09883186966180801,1366.3575439453125,0.2824084460735321,0.07058312743902206
bilal63_turkish_music_emotion_dataset_00000091,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000091.mp3,mid,mid,noisy,dynamic,mixed,0.08555390685796738,0.08810055255889893,1479.3193359375,0.38976362347602844,0.08112782984972
bilal63_turkish_music_emotion_dataset_00000092,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000092.mp3,mid,mid,noisy,mixed,mixed,0.10134760290384293,0.10179438441991806,1497.9541015625,0.3563082218170166,0.06650292873382568
bilal63_turkish_music_emotion_dataset_00000093,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000093.mp3,low,dark,mixed,dynamic,smooth,0.07062137126922607,0.050956569612026215,850.6187133789062,0.16824714839458466,0.09061949700117111
bilal63_turkish_music_emotion_dataset_00000094,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000094.mp3,low,mid,noisy,dynamic,mixed,0.07218681275844574,0.09445059299468994,1705.3123779296875,0.43423739075660706,0.07488463819026947
bilal63_turkish_music_emotion_dataset_00000095,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000095.mp3,high,dark,mixed,dynamic,smooth,0.17117030918598175,0.04110025614500046,968.9170532226562,0.2437683641910553,0.08156604319810867
bilal63_turkish_music_emotion_dataset_00000096,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000096.mp3,high,dark,mixed,dynamic,smooth,0.17492957413196564,0.076331727206707,1103.0601806640625,0.23659706115722656,0.07494407892227173
bilal63_turkish_music_emotion_dataset_00000097,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000097.mp3,high,mid,noisy,dynamic,smooth,0.20315247774124146,0.06893792748451233,1265.0343017578125,0.2968886196613312,0.07643518596887589
bilal63_turkish_music_emotion_dataset_00000098,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000098.mp3,mid,dark,mixed,dynamic,smooth,0.12098566442728043,0.06545040756464005,1124.6270751953125,0.23138242959976196,0.08305075019598007
bilal63_turkish_music_emotion_dataset_00000099,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000099.mp3,mid,dark,mixed,dynamic,smooth,0.08480478823184967,0.03971274942159653,859.7469482421875,0.18694619834423065,0.10442230850458145
bilal63_turkish_music_emotion_dataset_00000100,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000100.mp3,high,mid,noisy,mixed,mixed,0.18350832164287567,0.09716935455799103,1490.0863037109375,0.33425912261009216,0.05998924374580383
bilal63_turkish_music_emotion_dataset_00000101,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000101.mp3,mid,bright,noisy,mixed,percussive,0.10455338656902313,0.1603260040283203,2104.764892578125,0.41848793625831604,0.06844325363636017
bilal63_turkish_music_emotion_dataset_00000102,turkey,E:\Desktop\Echo\storage\public\routeA_phase2\turkish\audio\bilal63_turkish_music_emotion_dataset_00000102.mp3,high,bright,noisy,mixed,mixed,0.29969465732574463,0.12697578966617584,1963.1943359375,0.44321709871292114,0.06600185483694077
