track_id,culture,audio_path,source_dataset,source_split,source_index,duration_sec,sample_rate,channels,era,region,coarse_label,is_instrumental,fine_label,label,substyle,instrument,instrument_family,language,title,artist,license,license_note,url,recording_condition,notes,schema_version,dataset_version,import_batch,dedup_group_id,dedup_keep,qc_status,qc_notes,embedding_status_culturemert,embedding_status_gemini,drop_reason
india_saraga_0025,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0025.mp3,saraga_hindustani,full_zip,25,902.813333,44100,2,traditional,india,art_music,0,Sudh Kalyan,Sudh Kalyan,hindustani_art_music,,,,Sudh Kalyan,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Geetinandan : Part-3 by Ajoy Chakrabarty,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0025,1,pending,,pending,pending,
india_saraga_0026,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0026.mp3,saraga_hindustani,full_zip,26,804.706667,44100,2,traditional,india,art_music,0,Sudh Sarang,Sudh Sarang,hindustani_art_music,,,,Sudh Sarang,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Geetinandan : Part-3 by Ajoy Chakrabarty,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0026,1,pending,,pending,pending,
india_saraga_0027,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0027.mp3,saraga_hindustani,full_zip,27,284.093333,44100,2,traditional,india,art_music,0,Taal and Sur of Thekas,Taal and Sur of Thekas,hindustani_art_music,,,,Taal and Sur of Thekas,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Geetinandan : Part-3 by Ajoy Chakrabarty,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0027,1,pending,,pending,pending,
india_saraga_0028,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0028.mp3,saraga_hindustani,full_zip,28,540.92,44100,2,traditional,india,art_music,0,Todi,Todi,hindustani_art_music,,,,Todi,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Geetinandan : Part-3 by Ajoy Chakrabarty,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0028,1,pending,,pending,pending,
india_saraga_0029,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0029.mp3,saraga_hindustani,full_zip,29,412.329887,44100,2,traditional,india,art_music,0,Raag Bilaskhani Todi,Raag Bilaskhani Todi,hindustani_art_music,,,,Raag Bilaskhani Todi,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0029,1,pending,,pending,pending,
india_saraga_0030,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0030.mp3,saraga_hindustani,full_zip,30,386.885875,48000,2,traditional,india,art_music,0,Raag Desh,Raag Desh,hindustani_art_music,,,,Raag Desh,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0030,1,pending,,pending,pending,
india_saraga_0031,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0031.mp3,saraga_hindustani,full_zip,31,378.524535,44100,2,traditional,india,art_music,0,Raag Lalit,Raag Lalit,hindustani_art_music,,,,Raag Lalit,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0031,1,pending,,pending,pending,
india_saraga_0032,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0032.mp3,saraga_hindustani,full_zip,32,565.373243,44100,2,traditional,india,art_music,0,Raag Madhukauns,Raag Madhukauns,hindustani_art_music,,,,Raag Madhukauns,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0032,1,pending,,pending,pending,
india_saraga_0033,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0033.mp3,saraga_hindustani,full_zip,33,393.087256,44100,2,traditional,india,art_music,0,Raag Marwa,Raag Marwa,hindustani_art_music,,,,Raag Marwa,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0033,1,pending,,pending,pending,
india_saraga_0034,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0034.mp3,saraga_hindustani,full_zip,34,547.289977,44100,2,traditional,india,art_music,0,Raag Miyan Malhar,Raag Miyan Malhar,hindustani_art_music,,,,Raag Miyan Malhar,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0034,1,pending,,pending,pending,
india_saraga_0035,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0035.mp3,saraga_hindustani,full_zip,35,392.435313,48000,2,traditional,india,art_music,0,Raag Puriya Dhanashree,Raag Puriya Dhanashree,hindustani_art_music,,,,Raag Puriya Dhanashree,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0035,1,pending,,pending,pending,
india_saraga_0036,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0036.mp3,saraga_hindustani,full_zip,36,351.542948,44100,2,traditional,india,art_music,0,Raag Yaman,Raag Yaman,hindustani_art_music,,,,Raag Yaman,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Hindustani Alaps by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0036,1,pending,,pending,pending,
india_saraga_0037,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0037.mp3,saraga_hindustani,full_zip,37,360.266667,44100,2,traditional,india,art_music,0,Irani Bhairavi Thumri,Irani Bhairavi Thumri,hindustani_art_music,,,,Irani Bhairavi Thumri,Brajeshwar Mukherjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,New Signature by Brajeshwar Mukherjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0037,1,pending,,pending,pending,
india_saraga_0038,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0038.mp3,saraga_hindustani,full_zip,38,2513.32,44100,2,traditional,india,art_music,0,Raag Bairagi,Raag Bairagi,hindustani_art_music,,,,Raag Bairagi,Brajeshwar Mukherjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,New Signature by Brajeshwar Mukherjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0038,1,pending,,pending,pending,
india_saraga_0039,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0039.mp3,saraga_hindustani,full_zip,39,790.0,44100,2,traditional,india,art_music,0,Raag Saraswati,Raag Saraswati,hindustani_art_music,,,,Raag Saraswati,Brajeshwar Mukherjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,New Signature by Brajeshwar Mukherjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0039,1,pending,,pending,pending,
india_saraga_0040,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0040.mp3,saraga_hindustani,full_zip,40,1882.659025,44100,2,traditional,india,art_music,0,Raag Abhogi,Raag Abhogi,hindustani_art_music,,,,Raag Abhogi,Anol Chatterjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Abhogi & Megh by Anol Chatterjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0040,1,pending,,pending,pending,
india_saraga_0041,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0041.mp3,saraga_hindustani,full_zip,41,1766.884331,44100,2,traditional,india,art_music,0,Raag Megh,Raag Megh,hindustani_art_music,,,,Raag Megh,Anol Chatterjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Abhogi & Megh by Anol Chatterjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0041,1,pending,,pending,pending,
india_saraga_0042,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0042.mp3,saraga_hindustani,full_zip,42,2569.084785,44100,2,traditional,india,art_music,0,Raag Abhogi,Raag Abhogi,hindustani_art_music,,,,Raag Abhogi,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0042,1,pending,,pending,pending,
india_saraga_0043,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0043.mp3,saraga_hindustani,full_zip,43,1165.572562,44100,2,traditional,india,art_music,0,Raag Khamaj,Raag Khamaj,hindustani_art_music,,,,Raag Khamaj,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0043,1,pending,,pending,pending,
india_saraga_0044,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0044.mp3,saraga_hindustani,full_zip,44,2110.797868,44100,2,traditional,india,art_music,0,Raag Rageshri,Raag Rageshri,hindustani_art_music,,,,Raag Rageshri,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0044,1,pending,,pending,pending,
india_saraga_0045,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0045.mp3,saraga_hindustani,full_zip,45,2365.114535,44100,2,traditional,india,art_music,0,Raag Ahir Bhairon,Raag Ahir Bhairon,hindustani_art_music,,,,Raag Ahir Bhairon,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Ahir Bhairon & Todi by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0045,1,pending,,pending,pending,
india_saraga_0046,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0046.mp3,saraga_hindustani,full_zip,46,1056.144739,44100,2,traditional,india,art_music,0,Raag Todi,Raag Todi,hindustani_art_music,,,,Raag Todi,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Ahir Bhairon & Todi by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0046,1,pending,,pending,pending,
india_saraga_0047,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0047.mp3,saraga_hindustani,full_zip,47,898.801088,44100,2,traditional,india,art_music,0,Bhairavi Bhajan,Bhairavi Bhajan,hindustani_art_music,,,,Bhairavi Bhajan,Satyasheel Deshpande,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bageshree & Bhairavi Bhajan by Satyasheel Deshpande,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0047,1,pending,,pending,pending,
india_saraga_0048,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0048.mp3,saraga_hindustani,full_zip,48,2293.495442,44100,2,traditional,india,art_music,0,Raag Bageshree,Raag Bageshree,hindustani_art_music,,,,Raag Bageshree,Satyasheel Deshpande,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bageshree & Bhairavi Bhajan by Satyasheel Deshpande,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0048,1,pending,,pending,pending,
india_saraga_0049,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0049.mp3,saraga_hindustani,full_zip,49,1670.152902,44100,2,traditional,india,art_music,0,Raag Bahar,Raag Bahar,hindustani_art_music,,,,Raag Bahar,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0049,1,pending,,pending,pending,
india_saraga_0050,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0050.mp3,saraga_hindustani,full_zip,50,1555.057392,44100,2,traditional,india,art_music,0,Raag Gaud Malhar,Raag Gaud Malhar,hindustani_art_music,,,,Raag Gaud Malhar,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0050,1,pending,,pending,pending,
india_saraga_0051,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0051.mp3,saraga_hindustani,full_zip,51,1081.640249,44100,2,traditional,india,art_music,0,Raag Yaman,Raag Yaman,hindustani_art_music,,,,Raag Yaman,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0051,1,pending,,pending,pending,
india_saraga_0052,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0052.mp3,saraga_hindustani,full_zip,52,1457.594535,44100,2,traditional,india,art_music,0,Raag Bhairav,Raag Bhairav,hindustani_art_music,,,,Raag Bhairav,Kumar Gandharva,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhairav & Dhani by Kumar Gandharva,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0052,1,pending,,pending,pending,
india_saraga_0053,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0053.mp3,saraga_hindustani,full_zip,53,2048.588821,44100,2,traditional,india,art_music,0,Raag Dhani,Raag Dhani,hindustani_art_music,,,,Raag Dhani,Kumar Gandharva,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhairav & Dhani by Kumar Gandharva,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0053,1,pending,,pending,pending,
india_saraga_0054,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0054.mp3,saraga_hindustani,full_zip,54,718.869388,44100,2,traditional,india,art_music,0,Bhairavi Thumri,Bhairavi Thumri,hindustani_art_music,,,,Bhairavi Thumri,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhatiyar & Bhairavi Thumri by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0054,1,pending,,pending,pending,
india_saraga_0055,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0055.mp3,saraga_hindustani,full_zip,55,2278.948231,44100,2,traditional,india,art_music,0,Raag Bhatiyar,Raag Bhatiyar,hindustani_art_music,,,,Raag Bhatiyar,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhatiyar & Bhairavi Thumri by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0055,1,pending,,pending,pending,
india_saraga_0056,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0056.mp3,saraga_hindustani,full_zip,56,1617.908005,44100,2,traditional,india,art_music,0,Raag Bhimpalasi,Raag Bhimpalasi,hindustani_art_music,,,,Raag Bhimpalasi,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhimpalasi & Multani by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0056,1,pending,,pending,pending,
india_saraga_0057,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0057.mp3,saraga_hindustani,full_zip,57,2527.465556,44100,2,traditional,india,art_music,0,Raag Multani,Raag Multani,hindustani_art_music,,,,Raag Multani,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhimpalasi & Multani by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0057,1,pending,,pending,pending,
india_saraga_0058,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0058.mp3,saraga_hindustani,full_zip,58,3346.587188,44100,2,traditional,india,art_music,0,Raag Bhoopali,Raag Bhoopali,hindustani_art_music,,,,Raag Bhoopali,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhoopali & Gavti by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0058,1,pending,,pending,pending,
india_saraga_0059,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0059.mp3,saraga_hindustani,full_zip,59,1645.519433,44100,2,traditional,india,art_music,0,Raag Gavti,Raag Gavti,hindustani_art_music,,,,Raag Gavti,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhoopali & Gavti by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0059,1,pending,,pending,pending,
india_saraga_0060,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0060.mp3,saraga_hindustani,full_zip,60,3022.381474,44100,2,traditional,india,art_music,0,Raag Bhoopali,Raag Bhoopali,hindustani_art_music,,,,Raag Bhoopali,Sameehan Kashalkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhoopali & Paraj by Sameehan Kashalkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0060,1,pending,,pending,pending,
india_saraga_0061,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0061.mp3,saraga_hindustani,full_zip,61,913.4378,44100,2,traditional,india,art_music,0,Raag Paraj,Raag Paraj,hindustani_art_music,,,,Raag Paraj,Sameehan Kashalkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bhoopali & Paraj by Sameehan Kashalkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0061,1,pending,,pending,pending,
india_saraga_0062,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0062.mp3,saraga_hindustani,full_zip,62,601.509637,44100,2,traditional,india,art_music,0,Bhairavi Dadra,Bhairavi Dadra,hindustani_art_music,,,,Bhairavi Dadra,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bihag & Bhairavi Dadra by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0062,1,pending,,pending,pending,
india_saraga_0063,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0063.mp3,saraga_hindustani,full_zip,63,2517.016576,44100,2,traditional,india,art_music,0,Raag Bihag,Raag Bihag,hindustani_art_music,,,,Raag Bihag,Omkar Dadarkar,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bihag & Bhairavi Dadra by Omkar Dadarkar,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0063,1,pending,,pending,pending,
india_saraga_0064,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0064.mp3,saraga_hindustani,full_zip,64,3940.33059,44100,2,traditional,india,art_music,0,Raag Bihag,Raag Bihag,hindustani_art_music,,,,Raag Bihag,Deborshee Bhattacharya,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Bihag by Deborshee Bhattacharya,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0064,1,pending,,pending,pending,
india_saraga_0065,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0065.mp3,saraga_hindustani,full_zip,65,901.108005,44100,2,traditional,india,art_music,0,Raag Hameer,Raag Hameer,hindustani_art_music,,,,Raag Hameer,Brajeshwar Mukherjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Jog & Hameer by Brajeshwar Mukherjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0065,1,pending,,pending,pending,
india_saraga_0066,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0066.mp3,saraga_hindustani,full_zip,66,2013.454127,44100,2,traditional,india,art_music,0,Raag Jog,Raag Jog,hindustani_art_music,,,,Raag Jog,Brajeshwar Mukherjee,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Jog & Hameer by Brajeshwar Mukherjee,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0066,1,pending,,pending,pending,
india_saraga_0067,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0067.mp3,saraga_hindustani,full_zip,67,603.912902,44100,2,traditional,india,art_music,0,Kirwani Bhajan,Kirwani Bhajan,hindustani_art_music,,,,Kirwani Bhajan,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Jog & Kirwani Bhajan by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0067,1,pending,,pending,pending,
india_saraga_0068,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0068.mp3,saraga_hindustani,full_zip,68,2923.664739,44100,2,traditional,india,art_music,0,Raag Jog,Raag Jog,hindustani_art_music,,,,Raag Jog,Kaustuv Kanti Ganguli,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Jog & Kirwani Bhajan by Kaustuv Kanti Ganguli,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0068,1,pending,,pending,pending,
india_saraga_0069,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0069.mp3,saraga_hindustani,full_zip,69,1906.940408,44100,2,traditional,india,art_music,0,Raag Bhimpalasi,Raag Bhimpalasi,hindustani_art_music,,,,Raag Bhimpalasi,Satyasheel Deshpande,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0069,1,pending,,pending,pending,
india_saraga_0070,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0070.mp3,saraga_hindustani,full_zip,70,848.314059,44100,2,traditional,india,art_music,0,Raag Dhani,Raag Dhani,hindustani_art_music,,,,Raag Dhani,Satyasheel Deshpande,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0070,1,pending,,pending,pending,
india_saraga_0071,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0071.mp3,saraga_hindustani,full_zip,71,2032.053311,44100,2,traditional,india,art_music,0,Raag Kalyan,Raag Kalyan,hindustani_art_music,,,,Raag Kalyan,Satyasheel Deshpande,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,"Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande",v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0071,1,pending,,pending,pending,
india_saraga_0072,india,E:\Desktop\Echo\storage\public\research_dataset_v3\india\audio\india_saraga_0072.mp3,saraga_hindustani,full_zip,72,3147.329524,44100,2,traditional,india,art_music,0,Raag Jog,Raag Jog,hindustani_art_music,,,,Raag Jog,Ajoy Chakrabarty,cc-by-nc-sa-4.0,Saraga Hindustani audio released under CC BY-NC-SA 4.0,,,Raag Kedar & Jog by Ajoy Chakrabarty,v4.0,v4_main_seed_from_v3_2026-03-20,v4_main_seed_from_v3_2026-03-20,india_saraga_0072,1,pending,,pending,pending,
